153.0,292.0
152.0,293.0
152.0,296.0
154.0,306.0
158.0,319.0
165.0,337.0
180.0,370.0
197.0,406.0
209.0,436.0
222.0,469.0
236.0,502.0
247.0,535.0
258.0,565.0
271.0,592.0
281.0,614.0
292.0,638.0
302.0,662.0
309.0,676.0
316.0,688.0
323.0,702.0
332.0,715.0
341.0,728.0
351.0,738.0
360.0,746.0
367.0,750.0
375.0,749.0
383.0,743.0
389.0,730.0
395.0,711.0
403.0,676.0
409.0,634.0
416.0,600.0
423.0,566.0
432.0,534.0
441.0,507.0
448.0,483.0
455.0,462.0
462.0,439.0
468.0,417.0
474.0,394.0
477.0,381.0
480.0,368.0
483.0,356.0
487.0,344.0
491.0,333.0
496.0,324.0
499.0,316.0
503.0,309.0
506.0,304.0
509.0,299.0
511.0,295.0
512.0,293.0
513.0,291.0
513.0,289.0
514.0,288.0
514.0,287.0
515.0,286.0
515.0,285.0
516.0,284.0
517.0,283.0
518.0,283.0
