33.0,50.0
34.0,50.0
35.0,52.0
41.0,55.0
47.0,60.0
51.0,66.0
53.0,70.0
54.0,76.0
54.0,82.0
53.0,90.0
53.0,100.0
53.0,110.0
56.0,120.0
60.0,130.0
64.0,140.0
69.0,149.0
74.0,158.0
78.0,167.0
81.0,176.0
84.0,185.0
86.0,193.0
88.0,200.0
90.0,206.0
92.0,213.0
94.0,219.0
96.0,225.0
97.0,231.0
99.0,238.0
101.0,244.0
104.0,251.0
107.0,258.0
110.0,264.0
114.0,270.0
118.0,276.0
122.0,283.0
127.0,291.0
130.0,298.0
133.0,306.0
136.0,313.0
138.0,321.0
140.0,328.0
142.0,335.0
144.0,342.0
146.0,349.0
148.0,356.0
151.0,363.0
154.0,370.0
157.0,377.0
159.0,383.0
162.0,389.0
165.0,396.0
168.0,402.0
171.0,411.0
174.0,419.0
177.0,429.0
179.0,439.0
182.0,450.0
185.0,463.0
188.0,475.0
190.0,488.0
193.0,500.0
196.0,511.0
198.0,522.0
200.0,534.0
203.0,545.0
205.0,555.0
208.0,565.0
210.0,575.0
213.0,585.0
216.0,595.0
219.0,603.0
222.0,612.0
225.0,621.0
228.0,630.0
231.0,639.0
234.0,648.0
237.0,658.0
241.0,668.0
245.0,678.0
250.0,689.0
255.0,701.0
259.0,714.0
263.0,726.0
266.0,738.0
269.0,748.0
272.0,758.0
274.0,767.0
277.0,777.0
280.0,787.0
283.0,798.0
286.0,810.0
289.0,821.0
292.0,831.0
294.0,841.0
295.0,849.0
295.0,858.0
294.0,866.0
295.0,873.0
296.0,880.0
297.0,885.0
298.0,891.0
298.0,898.0
299.0,904.0
300.0,911.0
301.0,917.0
303.0,924.0
304.0,931.0
306.0,938.0
307.0,945.0
309.0,951.0
310.0,954.0
311.0,957.0
312.0,959.0
313.0,960.0
314.0,961.0
315.0,961.0
315.0,961.0
316.0,961.0
317.0,961.0
319.0,960.0
322.0,958.0
326.0,955.0
332.0,950.0
340.0,942.0
350.0,929.0
360.0,914.0
369.0,899.0
378.0,885.0
386.0,868.0
394.0,849.0
402.0,827.0
413.0,793.0
424.0,759.0
433.0,736.0
442.0,714.0
451.0,692.0
459.0,669.0
467.0,645.0
473.0,621.0
480.0,596.0
486.0,572.0
492.0,549.0
498.0,525.0
504.0,500.0
511.0,476.0
519.0,453.0
530.0,430.0
540.0,409.0
546.0,396.0
553.0,383.0
559.0,369.0
566.0,353.0
575.0,332.0
580.0,317.0
586.0,300.0
592.0,283.0
597.0,266.0
601.0,250.0
606.0,235.0
611.0,219.0
617.0,203.0
621.0,187.0
626.0,172.0
633.0,158.0
639.0,145.0
645.0,131.0
650.0,119.0
655.0,107.0
659.0,96.0
663.0,85.0
668.0,77.0
672.0,69.0
676.0,61.0
680.0,53.0
682.0,47.0
685.0,40.0
688.0,33.0
691.0,26.0
695.0,18.0
700.0,10.0
705.0,2.0
711.0,-3.0
714.0,-6.0
714.0,-7.0
714.0,-6.0
