118.0,740.0
118.0,739.0
117.0,737.0
117.0,732.0
118.0,724.0
121.0,715.0
126.0,704.0
133.0,691.0
141.0,677.0
148.0,662.0
154.0,645.0
160.0,627.0
167.0,606.0
178.0,577.0
196.0,536.0
207.0,514.0
219.0,492.0
225.0,477.0
238.0,446.0
248.0,425.0
257.0,403.0
262.0,391.0
272.0,365.0
277.0,353.0
282.0,335.0
286.0,322.0
290.0,308.0
295.0,292.0
301.0,276.0
308.0,261.0
315.0,247.0
323.0,236.0
330.0,228.0
335.0,223.0
339.0,221.0
342.0,220.0
345.0,222.0
349.0,226.0
354.0,231.0
359.0,237.0
366.0,246.0
372.0,258.0
379.0,271.0
386.0,285.0
392.0,301.0
400.0,319.0
405.0,337.0
412.0,355.0
418.0,374.0
424.0,393.0
431.0,412.0
438.0,431.0
444.0,449.0
450.0,467.0
455.0,486.0
458.0,503.0
460.0,520.0
463.0,537.0
465.0,554.0
468.0,570.0
472.0,587.0
475.0,604.0
477.0,620.0
480.0,633.0
482.0,644.0
483.0,654.0
485.0,664.0
488.0,672.0
492.0,679.0
495.0,686.0
498.0,691.0
501.0,695.0
504.0,698.0
506.0,699.0
507.0,699.0
508.0,698.0
508.0,697.0
508.0,694.0
507.0,690.0
505.0,682.0
502.0,668.0
498.0,647.0
492.0,623.0
486.0,603.0
480.0,581.0
474.0,561.0
468.0,541.0
463.0,523.0
459.0,507.0
456.0,492.0
452.0,478.0
449.0,466.0
446.0,455.0
443.0,449.0
441.0,446.0
439.0,444.0
437.0,444.0
432.0,444.0
425.0,445.0
415.0,447.0
403.0,450.0
388.0,455.0
371.0,462.0
353.0,469.0
335.0,475.0
316.0,481.0
298.0,486.0
280.0,492.0
265.0,498.0
250.0,503.0
238.0,506.0
229.0,509.0
224.0,510.0
222.0,511.0
221.0,511.0
220.0,511.0
220.0,512.0
222.0,512.0
223.0,512.0
