183.0,301.0
183.0,300.0
182.0,297.0
182.0,291.0
180.0,287.0
177.0,284.0
175.0,282.0
174.0,280.0
173.0,279.0
172.0,279.0
171.0,279.0
171.0,280.0
173.0,282.0
176.0,288.0
180.0,297.0
186.0,308.0
194.0,323.0
204.0,344.0
221.0,378.0
240.0,416.0
253.0,447.0
265.0,477.0
277.0,507.0
287.0,537.0
299.0,564.0
310.0,589.0
320.0,610.0
327.0,631.0
334.0,646.0
338.0,658.0
343.0,670.0
349.0,682.0
355.0,694.0
361.0,705.0
367.0,714.0
372.0,722.0
377.0,728.0
382.0,734.0
387.0,740.0
391.0,745.0
394.0,750.0
396.0,754.0
399.0,758.0
401.0,761.0
403.0,763.0
404.0,764.0
406.0,764.0
408.0,763.0
410.0,761.0
414.0,756.0
418.0,745.0
423.0,732.0
428.0,717.0
433.0,698.0
439.0,676.0
448.0,642.0
458.0,610.0
467.0,587.0
478.0,560.0
488.0,532.0
501.0,505.0
512.0,477.0
524.0,448.0
534.0,422.0
542.0,398.0
548.0,377.0
555.0,356.0
563.0,336.0
571.0,314.0
580.0,293.0
583.0,282.0
586.0,272.0
589.0,263.0
592.0,254.0
595.0,245.0
598.0,237.0
601.0,230.0
603.0,225.0
604.0,219.0
606.0,215.0
607.0,212.0
608.0,210.0
609.0,208.0
