183.0,1086.0
182.0,1086.0
182.0,1085.0
186.0,1079.0
199.0,1066.0
227.0,1037.0
263.0,1000.0
294.0,966.0
322.0,930.0
351.0,895.0
379.0,863.0
405.0,829.0
425.0,797.0
442.0,767.0
453.0,743.0
460.0,720.0
461.0,709.0
461.0,701.0
460.0,696.0
456.0,695.0
450.0,702.0
443.0,717.0
430.0,751.0
419.0,793.0
412.0,829.0
407.0,859.0
401.0,885.0
397.0,897.0
394.0,906.0
389.0,914.0
383.0,917.0
374.0,914.0
352.0,897.0
322.0,869.0
292.0,845.0
260.0,824.0
231.0,806.0
201.0,791.0
175.0,775.0
156.0,761.0
147.0,756.0
143.0,753.0
142.0,753.0
146.0,756.0
159.0,765.0
188.0,790.0
231.0,829.0
269.0,867.0
310.0,908.0
351.0,947.0
393.0,984.0
428.0,1018.0
461.0,1050.0
491.0,1077.0
515.0,1099.0
535.0,1116.0
544.0,1121.0
547.0,1120.0
