533.0,1015.0
532.0,1016.0
531.0,1017.0
530.0,1019.0
529.0,1020.0
527.0,1025.0
523.0,1032.0
517.0,1040.0
506.0,1050.0
494.0,1059.0
477.0,1070.0
449.0,1084.0
413.0,1090.0
383.0,1090.0
352.0,1085.0
322.0,1073.0
293.0,1059.0
269.0,1042.0
249.0,1022.0
232.0,1001.0
218.0,976.0
208.0,946.0
199.0,917.0
191.0,888.0
184.0,860.0
180.0,833.0
178.0,809.0
178.0,786.0
179.0,772.0
181.0,755.0
186.0,741.0
195.0,726.0
206.0,710.0
221.0,694.0
246.0,673.0
275.0,657.0
301.0,651.0
329.0,648.0
358.0,646.0
389.0,646.0
420.0,648.0
448.0,655.0
474.0,665.0
495.0,681.0
512.0,699.0
525.0,719.0
536.0,740.0
541.0,761.0
541.0,775.0
539.0,792.0
535.0,806.0
528.0,819.0
519.0,832.0
509.0,843.0
500.0,851.0
491.0,856.0
483.0,858.0
479.0,859.0
476.0,859.0
474.0,859.0
472.0,859.0
471.0,858.0
468.0,858.0
462.0,857.0
450.0,855.0
432.0,853.0
403.0,848.0
362.0,841.0
342.0,837.0
329.0,833.0
314.0,830.0
301.0,827.0
289.0,824.0
283.0,823.0
280.0,823.0
279.0,822.0
