483.0,947.0
483.0,951.0
482.0,958.0
481.0,967.0
479.0,975.0
473.0,983.0
464.0,990.0
449.0,997.0
431.0,1002.0
409.0,1006.0
374.0,1008.0
341.0,1004.0
318.0,997.0
296.0,987.0
275.0,974.0
254.0,959.0
233.0,943.0
215.0,923.0
198.0,901.0
183.0,874.0
170.0,845.0
159.0,816.0
152.0,787.0
149.0,757.0
147.0,727.0
148.0,697.0
154.0,671.0
164.0,643.0
179.0,615.0
199.0,588.0
225.0,562.0
256.0,538.0
287.0,521.0
313.0,512.0
330.0,512.0
342.0,516.0
354.0,523.0
369.0,535.0
392.0,557.0
413.0,583.0
427.0,604.0
440.0,624.0
451.0,645.0
461.0,665.0
466.0,677.0
469.0,688.0
473.0,700.0
475.0,711.0
476.0,720.0
476.0,725.0
473.0,730.0
467.0,733.0
456.0,734.0
440.0,734.0
418.0,732.0
383.0,726.0
355.0,721.0
341.0,719.0
326.0,715.0
309.0,711.0
293.0,708.0
281.0,705.0
271.0,703.0
266.0,702.0
264.0,701.0
263.0,701.0
265.0,701.0
